pais,idioma_show,keyword,podcast_id,nombre_podcast,editorial,total_episodios,episodios_descargados,episodio_id,nombre_episodio,fecha_lanzamiento,duracion_min
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2H1ByFTy7SGvLLEWvcAdJU,Zap Zap do Mução #02 06.08.24,2024-07-23,1.62
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6kM3kN5TnAMJsBeQJmOsmc,A Hora do Mução #01 05.08.24,2024-07-23,3.13
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,68hoGQ1s1RQMFnDvKcYMkO,A Hora do Mução #02 05.08.24,2024-07-23,2.67
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0y701aq2kgEicW10GnOru4,A Hora do Mução #03 05.08.24,2024-07-23,2.17
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0YcJRy63SWd0QUJAqtvy83,A Hora do Mução #04 05.08.24,2024-07-23,2.26
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,06Tiq5YVOKGuZJ6PBLEgq3,A Hora do Mução #05 05.08.24,2024-07-23,3.14
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,68rCUG2rP7DlUoix6Ka426,A Hora do Mução #06 05.08.24,2024-07-23,2.32
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,46meccTa48e6N0Q4RZbsJ9,A Hora do Mução #07 05.08.24,2024-07-23,4.59
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,74LhbUOo3VWD66HmkW9br2,Enquete do Mução 05.08.24,2024-07-23,0.51
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2LOunaIFb7Y0i9uv3ZMlG4,Moral da Historia do Mução 05.08.24,2024-07-23,1.04
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,3fG0ktVL82kwDQYoRH6fn6,Na Cama do Mução 05.08.24,2024-07-23,0.64
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6gEOEfyVVnjGybygeW2fpv,Pegadinha do Mução #01 05.08.24,2024-07-23,3.01
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,4ZhXFPMMZ51kqODElwz67N,Pegadinha do Mução #03 05.08.24,2024-07-23,3.04
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5XthIzuMC5aNNhLPfp17w2,Pet Shop do Mução 05.08.24,2024-07-23,0.67
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5pfEMCQCM5kMJRG2AboDzI,Que Som É Esse do Mução 05.08.24,2024-07-23,0.7
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2SzlDcNQggCKqZes9PdWmE,Verdadeiro ou Falso do Mução 05.08.24,2024-07-23,0.66
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5s1IdSw7EfKaetlD44YPuk,A Hora do Mução #01 02.08.24,2024-07-23,3.84
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,40uNA6O53gPR7m7VhAzgup,A Hora do Mução #02 02.08.24,2024-07-23,2.4
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,4TCVmZN8a1tD9D4jGj8n2r,A Hora do Mução #03 02.08.24,2024-07-23,3.01
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6QylR3AqMD4KAURbIcKXu5,A Hora do Mução #04 02.08.24,2024-07-23,2.32
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,1qlqgwGXH3XBURgtsk4Lgq,A Hora do Mução #05 02.08.24,2024-07-23,3.42
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2J0Z1wDYn0WjhSmzyFKgQH,A Hora do Mução #06 02.08.24,2024-07-23,2.79
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2aUeTC8nXa0cpL5VmaYdN8,A Hora do Mução #07 02.08.24,2024-07-23,4.14
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6WQZWtl8jVqJQiquYhIaSj,Auto Ajuda do Mução #0 02.08.24,2024-07-23,0.48
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2XqS2hlBUNAVfQ7EqOtjCD,Dicas de Etiquetas do Mução 02.08.24,2024-07-23,0.76
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6eKWDQPCwUHhT3zVoVoZVl,Motal da Historia do Mução 02.08.24,2024-07-23,1.21
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,1pkRfHUyectL6Nd6kxAJUg,Mução Incorporation 02.08.24,2024-07-23,0.56
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6pbO2bGFHZHwZFERr6gso3,Mução Noticias 02.08.24,2024-07-23,0.86
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0i6QXtFp0GRaq6NIVmaWCw,Pegadinha do Mução #01 02.08.24,2024-07-23,3.02
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2FCJAaxa1FYNE46I5cBAVi,Quebra-Cabeça do Mução 02.08.24,2024-07-23,0.77
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,1QeeThl2xBbX1CmritfwvR,A Hora do Mução #01 01.08.24,2024-07-23,3.42
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,7FLA20Dc3k3881oUixIZUU,A Hora do Mução #02 01.08.24,2024-07-23,2.57
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,1h1sW5SKxOVrOM6RG9U8ck,A Hora do Mução #03 01.08.24,2024-07-23,2.39
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0g1MmCsz4tqlGGW4mQENQ8,A Hora do Mução #04 01.08.24,2024-07-23,3.12
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,4q2C25p7dVSfYjh9TTT4D2,A Hora do Mução #05 01.08.24,2024-07-23,2.95
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,33fN1lxANAYEg0j12fjguj,A Hora do Mução #06 01.08.24,2024-07-23,2.61
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,3crAdYME94JlL8fMpMnXty,A Hora do Mução #07 01.08.24,2024-07-23,4.95
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6pwmL59eWhFRI5N5gAXyhv,Balcão de Emprego do Mução 01.08.24,2024-07-23,0.49
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,4cEC9cTPgRZhsCXP8J9oew,Enquete do Mução 01.08.24,2024-07-23,0.5
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,55baPagqgRK8AN3ozir50Z,Horospocopo do Mução 01.0824,2024-07-23,1.1
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0xOHVjvAIwsJPD7Xneu2DQ,Mução Justica 01.0824,2024-07-23,0.45
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,1Jm2xyA7a0itxaAJJvtGrQ,Pegadinha do Mução #02 01.0824,2024-07-23,2.95
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,4uMgp3efXs4hKWAvXTKEHC,Pegadinha do Mução #03 01.0824,2024-07-23,3.38
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5fr3ZatOMSTr6Idyn2Pon6,Que Som É Esse do Mução 01.0824,2024-07-23,0.88
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6jUb0NLxRrnyCNK59IhD2t,A Hora do Mução #01 31.07.24,2024-07-23,3.68
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,7t0pf22vzhtgeb3R7EjtTP,A Hora do Mução #02 31.07.24,2024-07-23,3.08
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0rpVR7JrA1NZywlyKes1SA,A Hora do Mução #03 31.07.24,2024-07-23,2.48
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2cTa5Nwv17xWbgp6Z66phy,A Hora do Mução #04 31.07.24,2024-07-23,1.99
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,7u5590FlvbZT4k7cpNdtKE,A Hora do Mução #05 31.07.24,2024-07-23,3.05
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5SaSW3zkfyquopLEM9Shwk,A Hora do Mução #06 31.07.24,2024-07-23,2.57
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2bnc1slS0dCqCIUereXm2R,A Hora do Mução #07 31.07.24,2024-07-23,4.17
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,33Z6b8iBsORRB4ZE7SoTSD,Mução Noticia #01 31.07.24,2024-07-23,0.58
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2c8wh4A00w016Tt5HUvKZK,Mução Noticia #02 31.07.24,2024-07-23,0.63
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,56B6XrJ4fmZCyC7PEV8wxJ,Mução Responde 31.07.24,2024-07-23,1.01
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0IzA5FT3IvnSm7eyNX70sk,Pegadinha do Mução #03 31.07.24,2024-07-23,3.51
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,7MeV8hexq7nD9iln4X1DtI,PRocon do Mução 31.07.24,2024-07-23,0.75
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0kRGBRfS4iuezw7mUPjTZ7,Zap Zap do Mução #01 31.07.24,2024-07-23,1.18
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,707sZmSjggE2PxPuyL4jUz,Zap Zap do Mução #02 31.07.24,2024-07-23,2.02
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5Uig1DwZraNubd56n0SgXc,A Hora do Mução #01 30.07.24,2024-07-23,2.84
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,1LWUDkhSmQcsIjk25iH1Wg,A Hora do Mução #02 30.07.24,2024-07-23,2.61
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0FewiEeKf7cmCSTJSu3ksy,A Hora do Mução #04 30.07.24,2024-07-23,1.57
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0ny9tC3ASiVtsfR4ASH3fa,A Hora do Mução #05 30.07.24,2024-07-23,3.19
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0m1BlFwrzzjghc2PwQrVLw,A Hora do Mução #06 30.07.24,2024-07-23,2.65
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,31qBYNjXDrweOPDiXofUFe,A Hora do Mução #07 30.07.24,2024-07-23,5.26
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,3IxCMVa3wBVS897C7FJhEa,Mução Noticias #01 30.07.24,2024-07-23,1.14
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,51GBcvyxP1BnpiVNPjk9lT,Mução Noticia #02 30.07.24,2024-07-23,1.05
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,4wApghWe3fQ8aUygHvHe4R,Pegadinha do Mução #01 30.07.24,2024-07-23,2.71
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,43cEi5bkSiP6OWUGlAXUQE,Pegadinha do Mução #02 30.07.24,2024-07-23,2.84
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0jR3GzMNfdVa8EUmGbIdDv,Procon do Mução 30.07.24,2024-07-23,1.53
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,3G45N1OKBTVC5L3ARz1rye,Zap Zap do Mução #01 30.07.24,2024-07-23,1.78
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6SvDEL2TClCySqrsUFMxn8,Zap Zap do Mução #02 30.07.24,2024-07-23,1.12
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0aYKIx8Bwf5moVjIZNLmWh,A Hora do Mução #01 29.07.24,2024-07-23,3.4
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,3KhZI1y4fzIv8b56xXLfOb,A Hora do Mução #02 29.07.24,2024-07-23,0.95
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2hC06BHJ3EXxFA6SCnr0wp,A Hora do Mução #04 29.07.24,2024-07-23,2.44
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5xKyRAbVdJKVcUrhmxE1AY,A Hora do Mução #05 29.07.24,2024-07-23,3.45
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2rAK8LxnjWG3MKsVoklZRG,A Hora do Mução #06 29.07.24,2024-07-23,2.26
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6MwUMx9sTGyJ8008blAKWI,A Hora do Mução #07 29.07.24,2024-07-23,4.49
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,7JO1i66tMK7AXlfbHhyfcl,Fala Mução 29.07.24,2024-07-23,0.49
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6QYR2Eb40G2ZMeblXddTRh,Maquina da Verdade do Mução 29.07.24,2024-07-23,0.95
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,04EBs0CF0ExoYAK4EDfDVv,Mução Justiça 29.07.24,2024-07-23,0.54
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2rZTndiSUZJIDARHZsA7tB,Pegadinha do Mução #01 29.07.24,2024-07-23,2.98
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,44PwygLu9IWEqH4cAgbkT4,Pegadinha do Mução #02 29.07.24,2024-07-23,2.93
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,3Uvs0iavdjQQnebUSiCGql,Prinspa do Mução 29.07.24,2024-07-23,0.84
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,4yGZ1bLcovDcYsaUtDXpfL,Zap Zap do Mução 29.07.24,2024-07-23,1.18
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6ZqM3svzKwRA6wwFz2o4D7,A Hora do Mução #01 26.07.24,2024-07-23,3.24
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,56YmQqsD5GwRAwAv1dSD1s,A Hora do Mução #02 26.07.24,2024-07-23,3.07
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5w0NdqaCrwcOyLPUndR3Uc,A Hora do Mução #04 26.07.24,2024-07-23,2.15
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,3WQ9fDxnR3HbDH8EPazsXw,A Hora do Mução #05 26.07.24,2024-07-23,3.25
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,46jUp3AD6ee6rjRGBmr7vf,A Hora do Mução #06 26.07.24,2024-07-23,2.65
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,7Dm9Zixb4aRuWsfi1QUTE1,A Hora do Mução #07 26.07.24,2024-07-23,3.95
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0C8J6RzypmhDOZCZtFjnN3,Dica de Relacionamento do Mução 26.07.24,2024-07-23,0.43
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,4BFEfLNP1mMZ0N0hGOQlQV,Mução Noticias 26.07.24,2024-07-23,1.03
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,4bB3LewIOk8Z2pv6KfyQFN,Mução Responde 26.07.24,2024-07-23,0.62
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6YEx9mdeNHNFGjLcbjgnTv,Não Basta Ser Pobre do Mução 26.07.24,2024-07-23,0.71
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,1Eb6xeZZzQbcn6ElsAD60h,Pegadinha do Mução #01 26.07.24,2024-07-23,3.18
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5aV3pOcuQ8aMkLwizg5Qx9,Quebra Cabeça do Mução 26.07.24,2024-07-23,0.82
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0HQ0wIcjY4SA0pWOv0vRb1,A Hora do Mução #01 25.07.24,2024-07-23,3.0
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,7pPFUhiZbl8fwnVd2fcn6Y,A Hora do Mução #02 25.07.24,2024-07-23,2.87
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,1s7Ebk7lTi24OJtKfjS2QZ,A Hora do Mução #05 25.07.24,2024-07-23,3.28
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0DHo5Jc9YCrA3PU52uJVs6,A Hora do Mução #06 25.07.24,2024-07-23,2.97
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,1SklQvsimne6isreBceRmh,A Hora do Mução #07 25.07.24,2024-07-23,3.63
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,1yePaTSGmljqxM5ynnvAfX,Auto Ajuda do Mução 25.07.24,2024-07-23,0.56
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0fcvCM83KlAwlGyx6oZfUT,Dicas de Etiqueta do Mução 25.07.24,2024-07-23,0.63
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,3CEZXvFN3QdR2UPg0QGhtC,Roleta Musical do Mução 25.07.24,2024-07-23,0.68
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,3AtqOj5Qf2DjxcjvQW6Lqr,Verdadeiro ou Falso do Mução 25.07.24,2024-07-23,0.57
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0Ia0AccJ1rNZR29ExkU4i1,Zap Zap do Mução 25.07.24,2024-07-23,1.25
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,7c2qK6sPuqbaCiHq3wg2C2,A Hora do Mução #01 24.07.24,2024-07-23,3.3
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,1NvK5RJXT7auqiPFvGqojC,A Hora do Mução #02 24.07.24,2024-07-23,2.51
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,7Ag0TeZpT9fqn2azDSjPmU,A Hora do Mução #03 24.07.24,2024-07-23,3.02
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,47L5RXgVN0KJNumk0o6TrY,A Hora do Mução #04 24.07.24,2024-07-23,2.36
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5d9qEDjIHZuTZu81zKIL6N,A Hora do Mução #05 24.07.24,2024-07-23,2.94
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,08bXPjknTB864h9yQ49ycZ,A Hora do Mução #06 24.07.24,2024-07-23,2.8
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,4ZkYwh7mG3Z4JM4OLvpS7d,A Hora do Mução #07 24.07.24,2024-07-23,3.94
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6d9pY7sRyZM4GCs4yb2RZY,Mução do Mução #01 24.07.24,2024-07-23,0.42
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2GRctiwBVLgMd8Jt7bczwu,Mução Noticia #02 24.07.24,2024-07-23,0.67
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,4DJFMKM9qkvjo4oUrDJBiT,Mução Responde 24.07.24,2024-07-23,0.97
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5nOdhRUHr5Ryn4auLiT6zL,Pegadinha do Mução #01 24.07.24,2024-07-23,2.46
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5OKxr1X7L81GnpqtZYg9EL,Pegadinha do Mução #02 24.07.24,2024-07-23,2.38
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,7C99D4MYIazeFphaefgaGB,Pegadinha do Mução #03 24.07.24,2024-07-23,3.02
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2iAS4A95t9EZenl70bNaLX,Procon do Mução 24.07.24,2024-07-23,1.02
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5HAtq3WTIQnma6DI4GvYyS,Zap Zap do Mução #01 24.07.24,2024-07-23,1.23
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,4uBEJrwbxVBImyBcxkRhdg,Zap Zap do Mução #02 24.07.24,2024-07-23,1.62
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,3xUriP6TDAPT3j71MJ7CR8,A Hora do Mução #01 23.07.24,2024-07-23,3.42
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2DMZm4Qpm8vdEM0xNeCNN8,A Hora do Mução #03 23.07.24,2024-07-23,2.55
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,1g2KeAUOErFomPzH0AErQC,A Hora do Mução #04 23.07.24,2024-07-23,1.97
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2HLPESGhoPrJifqUfbvK7D,A Hora do Mução #05 23.07.24,2024-07-23,3.61
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,1k8SiWrPdw2zz1UEhGtw2i,A Hora do Mução #06 23.07.24,2024-07-23,2.75
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,589zNVEmGZysVSp3UGC7gq,A Hora do Mução #07 23.07.24,2024-07-23,3.86
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,4GE2RXGvPgxUTrnG9nokS7,Mução Noticia #01 23.07.24,2024-07-23,0.42
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6kohMceWDfUrF44kbsElbr,Mução Responde 23.07.24,2024-07-23,0.97
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,36S4lEd5sn9Mu7VyNUPyP9,Pegadinha do Mução #01 23.07.24,2024-07-23,2.46
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6ctI4fcfJHJn0ID9DpYPiY,Pegadinha do Mução #02 23.07.24,2024-07-23,2.38
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,71D8Ka5g6Mmf0IMvKZqAqd,Pegadinha do Mução #03 23.07.24,2024-07-23,3.02
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0py9FnYLXmQ2pGjAQcTiPA,Procon do Mução 23.07.24,2024-07-23,1.02
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,3bO5fbnqvdEkXg1JWjw0Vc,Zap Zap do Mução #01 23.07.24,2024-07-23,1.23
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,7uQEyaLG16woVR1UFHnv7p,Zap Zap do Mução #02 23.07.24,2024-07-23,1.62
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5sgp2U1m0B8X7fsDMkeBjf,A Hora do Mução #01 22.07.24,2024-07-23,2.99
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0EV60ZORSGYvPqB6ka6DSj,A Hora do Mução #02 22.07.24,2024-07-23,1.83
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,7ohehIx6J80qXQXMWcp64D,A Hora do Mução #04 22.07.24,2024-07-23,2.22
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,0qEcQXo5fPDQB3rSbamWGA,A Hora do Mução #05 22.07.24,2024-07-23,3.65
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,2PTmfNLd2AjI1CvmBKJARn,A Hora do Mução #06 22.07.24,2024-07-23,2.41
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,6PyYcFwJrNRTdmUxk29BJj,A Hora do Mução #07 22.07.24,2024-07-23,4.39
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5OgLe4BnRnd31djn7CQzB1,Mução Noticia #01 22.07.24,2024-07-23,0.82
BR,pt,comedy,6ES7rj1IzM55fn1s5mmnPj,Mução,Mução,1000,1000,5N2MvIQdIdDGQk4blPnvY7,Mução Noticia #02 22.07.24,2024-07-23,0.85
